Sanliurfa,LocalPopulation,1845667
Sanliurfa,Afghanistan,38
Sanliurfa,Iran,0
Sanliurfa,Iraq,409
Sanliurfa,Somalia,0
Sanliurfa,Othernationalities,12
Sanliurfa,Nonsyriantotal,459
Sanliurfa,Syrian,398612
Sanliurfa,Grand Total,399071
Siirt,LocalPopulation,318366
Siirt,Afghanistan,220
Siirt,Iran,2
Siirt,Iraq,687
Siirt,Somalia,1
Siirt,Othernationalities,9
Siirt,Nonsyriantotal,919
Siirt,Syrian,2811
Siirt,Grand Total,3730
Sinop,LocalPopulation,204526
Sinop,Afghanistan,2915
Sinop,Iran,101
Sinop,Iraq,2501
Sinop,Somalia,0
Sinop,Othernationalities,28
Sinop,Nonsyriantotal,5545
Sinop,Syrian,68
Sinop,Grand Total,5613
Sirnak,LocalPopulation,488966
Sirnak,Afghanistan,70
Sirnak,Iran,4
Sirnak,Iraq,1170
Sirnak,Somalia,0
Sirnak,Othernationalities,0
Sirnak,Nonsyriantotal,1244
Sirnak,Syrian,14567
Sirnak,Grand Total,15811
Sivas,LocalPopulation,623116
Sivas,Afghanistan,4902
Sivas,Iran,577
Sivas,Iraq,346
Sivas,Somalia,3
Sivas,Othernationalities,38
Sivas,Nonsyriantotal,5866
Sivas,Syrian,1466
Sivas,Grand Total,7332
Tekirdag,LocalPopulation,906732
Tekirdag,Afghanistan,19
Tekirdag,Iran,0
Tekirdag,Iraq,2
Tekirdag,Somalia,0
Tekirdag,Othernationalities,4
Tekirdag,Nonsyriantotal,25
Tekirdag,Syrian,5312
Tekirdag,Grand Total,5337
Tokat,LocalPopulation,597920
Tokat,Afghanistan,5642
Tokat,Iran,77
Tokat,Iraq,3107
Tokat,Somalia,0
Tokat,Othernationalities,34
Tokat,Nonsyriantotal,8860
Tokat,Syrian,670
Tokat,Grand Total,9530
Trabzon,LocalPopulation,766782
Trabzon,Afghanistan,5620
Trabzon,Iran,323
Trabzon,Iraq,482
Trabzon,Somalia,1
Trabzon,Othernationalities,53
Trabzon,Nonsyriantotal,6479
Trabzon,Syrian,1697
Trabzon,Grand Total,8176
Tunceli,LocalPopulation,86527
Tunceli,Afghanistan,0
Tunceli,Iran,0
Tunceli,Iraq,0
Tunceli,Somalia,0
Tunceli,Othernationalities,0
Tunceli,Nonsyriantotal,0
Tunceli,Syrian,94
Tunceli,Grand Total,94
Usak,LocalPopulation,349459
Usak,Afghanistan,4876
Usak,Iran,2177
Usak,Iraq,2074
Usak,Somalia,15
Usak,Othernationalities,119
Usak,Nonsyriantotal,9261
Usak,Syrian,1103
Usak,Grand Total,10364
Van,LocalPopulation,1085542
Van,Afghanistan,733
Van,Iran,707
Van,Iraq,17
Van,Somalia,10
Van,Othernationalities,18
Van,Nonsyriantotal,1485
Van,Syrian,1504
Van,Grand Total,2989
Yalova,LocalPopulation,226514
Yalova,Afghanistan,614
Yalova,Iran,953
Yalova,Iraq,2672
Yalova,Somalia,2
Yalova,Othernationalities,330
Yalova,Nonsyriantotal,4571
Yalova,Syrian,2435
Yalova,Grand Total,7006
Yozgat,LocalPopulation,432560
Yozgat,Afghanistan,545
Yozgat,Iran,208
Yozgat,Iraq,3434
Yozgat,Somalia,5
Yozgat,Othernationalities,39
Yozgat,Nonsyriantotal,4231
Yozgat,Syrian,2714
Yozgat,Grand Total,6945
Zonguldak,LocalPopulation,598796
Zonguldak,Afghanistan,4560
Zonguldak,Iran,315
Zonguldak,Iraq,2773
Zonguldak,Somalia,5
Zonguldak,Othernationalities,212
Zonguldak,Nonsyriantotal,7865
Zonguldak,Syrian,292
Zonguldak,Grand Total,8157
